[25, 0.625, 0.2, [1, 3]]
0;[3, 77];[2, 14];[3, 221];[3, 86];[3, 71];[3, 95];[3, 49];[3, 33];[3, 86];[3, 104];[3, 79];[3, 55];[4, 174];[3, 47];[3, 306];[3, 35];[3, 17];[3, 211];[2, 115];[3, 49];[3, 80];[4, 74];[2, 22];[3, 245];[3, 41];
797;[11, 287];[3, 28];[9, 362];[4, 84];[17, 718];[5, 122];[3, 175];[4, 30];[12, 251];[1, 1];[2, 10];[3, 226];[3, 24];[7, 96];[3, 76];[1, 2];[7, 206];[7, 250];[5, 88];[18, 890];[3, 18];[7, 302];[6, 151];[4, 26];[13, 378];
798;[11, 287];[3, 28];[9, 296];[4, 258];[17, 724];[5, 122];[3, 175];[4, 30];[12, 236];[1, 1];[2, 9];[3, 226];[3, 36];[7, 114];[3, 76];[1, 2];[7, 206];[7, 250];[5, 88];[19, 819];[3, 18];[7, 286];[7, 171];[4, 26];[13, 378];
799;[11, 287];[3, 28];[9, 296];[5, 180];[17, 724];[5, 122];[3, 175];[4, 30];[12, 228];[1, 10];[2, 9];[3, 201];[3, 28];[7, 114];[3, 76];[1, 32];[8, 196];[7, 250];[5, 88];[19, 868];[3, 18];[7, 286];[7, 177];[5, 107];[13, 378];
800;[11, 243];[3, 357];[9, 296];[5, 180];[17, 724];[5, 122];[3, 151];[4, 121];[12, 159];[1, 10];[2, 6];[3, 201];[3, 28];[7, 114];[3, 83];[1, 32];[8, 196];[7, 250];[5, 43];[18, 534];[2, 16];[8, 310];[7, 177];[5, 107];[13, 378];
801;[11, 243];[3, 357];[9, 296];[5, 44];[17, 630];[5, 293];[4, 145];[4, 121];[12, 159];[1, 10];[2, 6];[3, 27];[3, 28];[7, 114];[3, 250];[1, 32];[8, 196];[8, 284];[5, 43];[18, 534];[1, 1];[8, 310];[7, 177];[5, 107];[13, 378];
802;[11, 241];[3, 357];[9, 296];[5, 44];[17, 520];[5, 293];[4, 218];[4, 121];[12, 135];[1, 10];[2, 12];[3, 27];[3, 334];[7, 101];[3, 250];[1, 32];[8, 196];[8, 284];[5, 43];[18, 534];[1, 1];[8, 310];[7, 177];[5, 117];[13, 363];
803;[11, 241];[3, 357];[9, 422];[5, 44];[17, 520];[5, 257];[4, 241];[4, 63];[12, 135];[1, 10];[2, 49];[3, 27];[3, 334];[7, 216];[2, 128];[1, 22];[8, 160];[8, 284];[5, 43];[18, 534];[1, 55];[8, 412];[7, 177];[5, 117];[13, 363];
804;[11, 241];[2, 18];[9, 422];[5, 44];[17, 520];[5, 91];[4, 179];[4, 63];[13, 185];[1, 10];[2, 37];[3, 27];[3, 334];[7, 216];[2, 128];[1, 22];[8, 160];[8, 284];[5, 43];[19, 564];[1, 142];[7, 276];[7, 177];[5, 117];[14, 423];
805;[11, 241];[2, 18];[10, 343];[5, 44];[16, 512];[5, 91];[4, 179];[4, 158];[13, 291];[1, 10];[2, 37];[3, 27];[3, 334];[8, 239];[2, 128];[2, 22];[8, 160];[8, 284];[5, 43];[19, 564];[1, 1];[7, 293];[7, 177];[5, 117];[14, 423];
806;[11, 241];[2, 18];[10, 343];[5, 44];[16, 540];[5, 91];[4, 231];[4, 158];[13, 291];[1, 29];[2, 53];[3, 27];[3, 334];[8, 185];[2, 128];[2, 24];[8, 160];[8, 165];[5, 43];[20, 579];[1, 1];[7, 293];[7, 243];[6, 172];[14, 423];
807;[11, 241];[2, 326];[10, 343];[5, 44];[16, 540];[5, 248];[4, 231];[4, 158];[13, 291];[1, 18];[3, 70];[3, 27];[2, 23];[8, 185];[2, 128];[2, 24];[8, 160];[8, 165];[5, 43];[20, 579];[1, 1];[7, 184];[7, 78];[6, 97];[14, 423];
808;[12, 247];[2, 68];[11, 296];[5, 44];[16, 540];[5, 246];[4, 231];[4, 158];[13, 291];[2, 358];[3, 70];[3, 27];[2, 23];[8, 196];[2, 128];[2, 26];[8, 160];[8, 165];[5, 50];[20, 585];[1, 1];[7, 184];[7, 78];[6, 97];[14, 423];
809;[12, 247];[2, 68];[11, 296];[5, 171];[16, 540];[5, 246];[4, 231];[4, 158];[13, 291];[2, 114];[3, 59];[3, 27];[2, 23];[8, 196];[2, 128];[2, 345];[8, 160];[8, 165];[5, 62];[20, 586];[1, 1];[6, 60];[7, 58];[5, 87];[14, 423];
810;[12, 247];[2, 68];[11, 296];[5, 192];[16, 540];[5, 246];[4, 252];[4, 122];[13, 291];[2, 20];[2, 52];[3, 27];[2, 42];[8, 196];[2, 81];[2, 345];[8, 160];[8, 165];[5, 62];[20, 586];[1, 1];[6, 60];[7, 58];[5, 87];[14, 575];
811;[12, 247];[2, 78];[11, 296];[5, 192];[16, 540];[5, 246];[3, 213];[4, 122];[13, 291];[2, 20];[2, 10];[3, 82];[2, 19];[8, 196];[2, 32];[2, 33];[8, 160];[8, 165];[5, 148];[20, 581];[1, 1];[6, 60];[7, 58];[5, 87];[14, 575];
812;[12, 247];[2, 8];[12, 357];[5, 192];[16, 548];[5, 246];[3, 213];[4, 122];[13, 259];[1, 75];[2, 10];[3, 82];[2, 19];[8, 141];[2, 32];[2, 33];[8, 160];[8, 164];[6, 102];[20, 581];[1, 1];[6, 60];[6, 46];[5, 87];[14, 575];
813;[12, 247];[2, 8];[12, 357];[5, 192];[16, 548];[4, 67];[3, 213];[4, 122];[14, 270];[1, 75];[2, 10];[3, 82];[2, 5];[8, 141];[2, 32];[2, 33];[8, 162];[8, 193];[6, 102];[20, 524];[1, 2];[6, 60];[6, 46];[5, 87];[14, 575];
814;[12, 247];[2, 8];[12, 456];[4, 119];[16, 565];[4, 67];[3, 83];[4, 192];[15, 279];[1, 2];[2, 10];[3, 82];[2, 5];[8, 141];[2, 32];[2, 33];[8, 162];[8, 189];[6, 113];[20, 524];[1, 2];[6, 60];[6, 46];[6, 104];[14, 638];
815;[12, 247];[2, 36];[11, 241];[4, 119];[17, 574];[4, 67];[3, 83];[4, 192];[16, 429];[1, 2];[2, 10];[3, 82];[2, 29];[8, 141];[2, 32];[2, 40];[8, 162];[8, 189];[6, 113];[19, 457];[1, 2];[6, 31];[6, 46];[6, 104];[14, 638];
816;[12, 247];[2, 58];[11, 173];[4, 124];[17, 574];[4, 67];[3, 83];[5, 138];[16, 429];[1, 8];[2, 37];[3, 82];[2, 29];[8, 141];[2, 32];[3, 84];[8, 162];[8, 198];[6, 144];[19, 457];[1, 26];[6, 31];[6, 46];[6, 104];[14, 638];
817;[13, 256];[2, 58];[11, 173];[4, 142];[17, 574];[4, 67];[3, 83];[5, 157];[16, 429];[1, 8];[2, 53];[2, 29];[2, 29];[8, 141];[2, 32];[3, 108];[8, 162];[9, 233];[6, 144];[19, 457];[1, 18];[6, 31];[6, 46];[5, 81];[14, 638];
818;[13, 266];[2, 58];[11, 184];[4, 152];[17, 574];[4, 67];[3, 83];[5, 157];[16, 429];[2, 69];[2, 53];[2, 25];[2, 35];[8, 163];[2, 30];[2, 79];[8, 162];[9, 201];[6, 144];[20, 461];[1, 18];[6, 31];[6, 46];[5, 35];[14, 638];
819;[13, 315];[2, 58];[11, 184];[4, 107];[17, 574];[4, 67];[3, 83];[4, 131];[16, 429];[2, 67];[1, 29];[2, 25];[1, 23];[8, 387];[2, 30];[2, 79];[8, 162];[9, 201];[6, 144];[20, 461];[1, 18];[6, 31];[6, 46];[5, 35];[14, 638];
820;[13, 315];[2, 58];[11, 184];[4, 99];[17, 562];[4, 67];[3, 83];[4, 131];[16, 429];[2, 67];[1, 29];[2, 25];[1, 23];[8, 387];[1, 28];[2, 79];[8, 162];[9, 201];[6, 144];[20, 528];[1, 18];[6, 31];[6, 46];[5, 35];[14, 638];
821;[13, 315];[2, 58];[11, 184];[4, 92];[17, 562];[4, 146];[3, 83];[2, 31];[16, 429];[2, 67];[1, 2];[3, 89];[1, 23];[8, 496];[1, 28];[3, 94];[8, 162];[9, 148];[6, 144];[20, 528];[1, 18];[6, 31];[6, 46];[5, 35];[14, 638];
822;[13, 231];[2, 139];[11, 184];[4, 92];[17, 562];[5, 183];[3, 83];[2, 31];[16, 373];[2, 44];[1, 2];[3, 89];[1, 23];[8, 496];[1, 27];[3, 94];[8, 189];[9, 148];[5, 154];[20, 528];[1, 18];[6, 31];[6, 46];[5, 120];[14, 638];
823;[13, 231];[1, 28];[10, 149];[4, 106];[17, 562];[5, 183];[3, 83];[2, 29];[16, 373];[2, 44];[1, 2];[2, 74];[1, 23];[8, 496];[1, 107];[3, 166];[8, 189];[9, 148];[6, 140];[20, 361];[1, 18];[6, 31];[6, 46];[5, 144];[14, 638];
824;[13, 231];[1, 107];[10, 149];[4, 106];[17, 527];[5, 183];[3, 36];[2, 29];[16, 373];[2, 44];[1, 2];[2, 74];[1, 23];[8, 496];[1, 6];[3, 152];[8, 189];[9, 148];[6, 140];[20, 361];[1, 18];[6, 31];[6, 71];[5, 144];[14, 638];
825;[13, 231];[1, 107];[11, 211];[4, 106];[17, 527];[5, 182];[3, 36];[2, 29];[16, 373];[2, 44];[1, 10];[2, 74];[1, 23];[8, 496];[1, 2];[3, 152];[8, 189];[9, 108];[6, 140];[20, 361];[1, 18];[6, 31];[6, 71];[5, 208];[14, 621];
826;[13, 224];[1, 107];[11, 211];[4, 106];[17, 527];[4, 88];[3, 36];[2, 29];[16, 373];[2, 56];[1, 5];[2, 15];[1, 42];[8, 496];[1, 2];[3, 161];[8, 189];[9, 133];[6, 140];[20, 361];[1, 18];[6, 50];[6, 71];[5, 208];[15, 601];
827;[13, 224];[1, 107];[11, 211];[4, 106];[17, 527];[5, 181];[3, 36];[3, 159];[16, 373];[2, 56];[1, 5];[2, 14];[1, 42];[8, 475];[1, 2];[3, 161];[8, 153];[9, 133];[6, 181];[20, 389];[1, 18];[6, 51];[6, 71];[5, 208];[15, 601];
828;[13, 224];[1, 107];[11, 211];[4, 106];[17, 527];[5, 199];[3, 36];[3, 86];[15, 372];[2, 56];[1, 5];[2, 14];[1, 42];[8, 475];[1, 53];[2, 86];[8, 238];[9, 133];[6, 179];[20, 412];[1, 18];[6, 51];[6, 71];[5, 208];[15, 601];
829;[13, 224];[1, 15];[11, 211];[4, 106];[17, 527];[5, 199];[3, 47];[3, 86];[15, 372];[2, 56];[1, 5];[2, 14];[1, 42];[8, 475];[1, 53];[2, 86];[8, 226];[9, 133];[6, 179];[20, 496];[1, 18];[6, 51];[6, 129];[5, 208];[15, 530];
830;[13, 224];[2, 25];[11, 211];[4, 106];[17, 477];[6, 218];[3, 47];[3, 86];[15, 372];[2, 56];[1, 12];[2, 21];[1, 2];[8, 475];[1, 48];[2, 110];[8, 226];[9, 133];[6, 179];[20, 513];[1, 62];[5, 38];[6, 129];[5, 208];[15, 530];
831;[13, 224];[1, 8];[11, 211];[4, 106];[17, 355];[6, 218];[3, 47];[3, 86];[15, 370];[2, 4];[2, 104];[3, 92];[1, 2];[8, 475];[1, 48];[2, 110];[9, 226];[9, 133];[6, 179];[20, 513];[1, 67];[5, 38];[6, 140];[5, 208];[15, 530];
832;[13, 271];[1, 8];[11, 211];[4, 106];[17, 355];[6, 218];[3, 32];[3, 86];[15, 217];[2, 4];[2, 21];[3, 123];[1, 2];[8, 527];[1, 48];[2, 16];[9, 117];[9, 133];[6, 179];[20, 481];[1, 48];[5, 38];[6, 140];[5, 284];[15, 643];
833;[13, 271];[1, 8];[11, 211];[4, 106];[17, 355];[5, 246];[3, 26];[3, 86];[15, 217];[2, 4];[2, 21];[3, 173];[1, 2];[9, 483];[1, 48];[2, 34];[9, 117];[9, 133];[6, 242];[20, 481];[1, 15];[5, 38];[6, 140];[4, 203];[15, 659];
834;[13, 271];[1, 6];[11, 263];[4, 106];[17, 361];[5, 246];[3, 26];[3, 86];[16, 435];[2, 18];[2, 21];[3, 173];[1, 2];[9, 204];[1, 9];[2, 34];[9, 117];[9, 133];[6, 242];[20, 481];[1, 23];[5, 38];[6, 142];[4, 203];[15, 659];
835;[13, 323];[1, 6];[11, 203];[4, 106];[17, 361];[5, 246];[3, 26];[3, 63];[16, 435];[2, 18];[2, 21];[3, 31];[1, 66];[9, 204];[1, 12];[2, 34];[9, 117];[9, 133];[6, 202];[20, 481];[1, 23];[5, 74];[6, 222];[4, 203];[15, 659];
836;[13, 326];[1, 14];[11, 203];[4, 63];[17, 361];[5, 246];[3, 26];[3, 63];[16, 435];[2, 31];[2, 21];[3, 60];[2, 27];[10, 214];[1, 22];[2, 96];[9, 117];[9, 133];[6, 200];[20, 481];[1, 23];[5, 74];[6, 222];[4, 203];[15, 659];
837;[13, 365];[1, 85];[11, 203];[4, 74];[17, 379];[5, 113];[3, 26];[3, 63];[16, 435];[2, 31];[2, 21];[3, 60];[2, 27];[10, 214];[1, 22];[2, 48];[9, 100];[9, 133];[6, 200];[20, 495];[1, 36];[5, 74];[6, 222];[3, 171];[15, 659];
838;[13, 365];[1, 8];[11, 203];[4, 74];[16, 377];[5, 113];[3, 72];[3, 63];[16, 439];[2, 31];[2, 21];[3, 60];[2, 50];[10, 214];[1, 3];[2, 20];[9, 109];[9, 133];[6, 77];[20, 588];[1, 36];[5, 66];[6, 222];[3, 171];[15, 659];
839;[13, 365];[1, 8];[11, 203];[4, 73];[15, 384];[5, 115];[3, 84];[3, 79];[16, 439];[2, 31];[2, 21];[3, 60];[1, 22];[10, 214];[1, 3];[2, 21];[9, 146];[9, 133];[6, 63];[20, 530];[1, 36];[5, 66];[6, 255];[3, 171];[15, 659];
840;[13, 351];[1, 8];[11, 203];[4, 73];[15, 369];[5, 115];[3, 84];[3, 79];[15, 475];[2, 39];[2, 21];[3, 60];[1, 2];[10, 232];[1, 3];[2, 29];[9, 163];[9, 133];[6, 63];[20, 480];[1, 36];[5, 66];[6, 255];[3, 171];[15, 659];
841;[13, 364];[1, 8];[11, 203];[4, 73];[15, 369];[5, 162];[3, 75];[3, 79];[15, 475];[2, 18];[2, 21];[3, 60];[2, 80];[10, 233];[1, 3];[2, 29];[9, 208];[9, 133];[6, 63];[20, 480];[1, 36];[5, 26];[6, 255];[3, 171];[14, 466];
842;[13, 294];[1, 14];[11, 203];[4, 73];[15, 369];[5, 162];[4, 67];[3, 79];[15, 475];[2, 18];[2, 21];[3, 60];[2, 80];[11, 310];[1, 3];[2, 29];[9, 208];[9, 133];[6, 63];[21, 652];[1, 12];[5, 26];[6, 194];[3, 171];[15, 480];
843;[13, 294];[1, 16];[11, 203];[4, 73];[15, 369];[5, 162];[4, 26];[3, 79];[15, 475];[2, 45];[2, 56];[3, 60];[1, 3];[12, 374];[1, 3];[2, 29];[9, 177];[9, 133];[6, 63];[20, 697];[1, 12];[5, 26];[6, 194];[2, 58];[15, 555];
844;[13, 294];[1, 43];[11, 203];[4, 73];[15, 369];[5, 95];[4, 26];[3, 79];[15, 475];[2, 45];[2, 56];[3, 65];[1, 3];[12, 374];[1, 3];[1, 13];[9, 171];[9, 133];[6, 63];[20, 566];[1, 12];[5, 52];[6, 194];[2, 58];[15, 551];
845;[12, 324];[1, 43];[11, 203];[4, 59];[15, 397];[5, 95];[4, 26];[3, 79];[15, 475];[2, 98];[2, 56];[3, 65];[1, 3];[12, 374];[1, 3];[1, 13];[8, 127];[9, 126];[6, 63];[20, 580];[1, 12];[5, 52];[6, 194];[2, 58];[15, 551];
846;[12, 324];[2, 241];[11, 203];[4, 59];[15, 397];[5, 95];[4, 26];[3, 79];[15, 475];[2, 98];[2, 56];[3, 69];[1, 3];[12, 354];[1, 23];[1, 13];[8, 127];[9, 169];[6, 63];[20, 580];[1, 12];[5, 52];[6, 194];[2, 99];[14, 541];
847;[12, 321];[2, 241];[11, 227];[4, 77];[15, 397];[5, 95];[4, 26];[3, 40];[15, 475];[2, 98];[2, 56];[3, 69];[1, 23];[12, 354];[1, 23];[1, 13];[8, 127];[9, 169];[6, 63];[20, 629];[1, 12];[4, 58];[6, 194];[2, 92];[14, 529];
848;[12, 321];[2, 241];[11, 227];[4, 77];[15, 397];[5, 136];[4, 26];[2, 14];[15, 475];[1, 83];[2, 9];[3, 69];[1, 23];[12, 296];[1, 23];[1, 13];[8, 109];[9, 159];[6, 63];[20, 663];[1, 43];[4, 58];[6, 222];[2, 92];[14, 529];
849;[12, 321];[2, 241];[11, 227];[4, 78];[15, 397];[5, 136];[4, 26];[3, 86];[15, 475];[1, 13];[2, 9];[3, 62];[1, 29];[12, 292];[1, 23];[1, 21];[8, 109];[9, 146];[6, 63];[20, 663];[1, 43];[5, 163];[6, 222];[2, 28];[14, 485];
850;[12, 321];[2, 95];[11, 227];[4, 78];[16, 406];[5, 136];[4, 26];[3, 6];[15, 475];[1, 5];[2, 89];[3, 62];[1, 29];[12, 292];[1, 23];[1, 21];[8, 109];[9, 148];[6, 63];[20, 663];[1, 23];[5, 153];[6, 222];[2, 42];[14, 485];
851;[12, 321];[2, 95];[11, 227];[4, 194];[16, 384];[5, 136];[4, 94];[3, 6];[15, 469];[1, 2];[2, 89];[3, 62];[2, 50];[12, 292];[1, 23];[2, 16];[8, 131];[9, 148];[6, 63];[20, 648];[1, 8];[5, 153];[6, 222];[2, 44];[14, 485];
852;[12, 321];[2, 16];[11, 227];[4, 194];[16, 384];[5, 136];[4, 94];[3, 6];[15, 469];[1, 2];[2, 89];[3, 62];[1, 8];[12, 292];[1, 23];[1, 4];[8, 131];[9, 148];[6, 84];[20, 692];[2, 10];[4, 170];[6, 222];[2, 44];[14, 516];
853;[12, 321];[2, 16];[11, 188];[4, 214];[16, 358];[5, 136];[4, 91];[3, 6];[15, 469];[1, 2];[2, 21];[3, 53];[1, 8];[12, 309];[1, 23];[1, 7];[8, 131];[9, 148];[6, 84];[20, 645];[2, 10];[4, 170];[6, 248];[2, 44];[14, 516];
854;[12, 321];[2, 16];[11, 188];[5, 266];[16, 358];[5, 136];[4, 91];[3, 6];[15, 469];[1, 2];[2, 21];[3, 53];[1, 66];[12, 309];[1, 23];[1, 7];[9, 133];[9, 163];[6, 84];[20, 645];[2, 10];[4, 160];[6, 88];[2, 44];[13, 575];
855;[12, 321];[2, 16];[11, 258];[5, 266];[16, 358];[5, 136];[4, 91];[3, 6];[15, 469];[2, 95];[2, 48];[3, 53];[2, 67];[12, 222];[1, 2];[1, 7];[10, 173];[9, 163];[6, 84];[20, 645];[2, 10];[4, 160];[6, 88];[2, 44];[13, 575];
856;[12, 269];[2, 16];[11, 258];[5, 140];[16, 358];[5, 121];[4, 91];[3, 6];[15, 480];[2, 95];[2, 35];[3, 53];[2, 113];[12, 222];[1, 122];[1, 15];[10, 173];[9, 163];[6, 84];[20, 645];[2, 10];[4, 160];[6, 229];[2, 44];[13, 614];
857;[12, 255];[2, 70];[11, 258];[5, 140];[16, 548];[5, 121];[5, 77];[2, 151];[15, 480];[2, 95];[2, 35];[3, 53];[1, 66];[12, 213];[1, 122];[1, 15];[10, 155];[9, 119];[6, 84];[20, 645];[2, 10];[4, 150];[6, 48];[2, 44];[13, 614];
858;[13, 303];[2, 70];[11, 280];[5, 140];[16, 548];[6, 138];[5, 77];[2, 151];[15, 479];[2, 23];[2, 35];[3, 53];[1, 15];[12, 213];[1, 122];[1, 15];[10, 167];[9, 119];[6, 84];[20, 645];[2, 75];[4, 150];[6, 48];[2, 33];[13, 614];
859;[12, 312];[2, 70];[11, 280];[5, 140];[16, 548];[7, 143];[5, 77];[2, 151];[16, 469];[2, 23];[2, 35];[3, 29];[1, 175];[12, 213];[1, 122];[1, 15];[10, 168];[9, 119];[6, 104];[20, 645];[2, 75];[4, 150];[6, 42];[2, 33];[13, 590];
860;[12, 283];[2, 70];[11, 280];[5, 140];[16, 548];[7, 143];[5, 91];[1, 29];[16, 469];[2, 23];[2, 35];[3, 29];[2, 50];[12, 213];[1, 122];[1, 15];[11, 221];[9, 119];[6, 68];[20, 645];[2, 75];[4, 150];[6, 42];[2, 198];[13, 706];
861;[12, 283];[2, 70];[11, 307];[5, 140];[16, 548];[7, 191];[5, 91];[1, 29];[16, 454];[2, 23];[2, 35];[3, 29];[2, 5];[12, 272];[1, 6];[1, 15];[10, 198];[9, 119];[6, 68];[19, 443];[2, 75];[4, 150];[6, 42];[2, 198];[13, 697];
862;[12, 283];[2, 70];[11, 307];[5, 140];[16, 548];[8, 189];[5, 91];[1, 18];[16, 454];[2, 23];[2, 35];[3, 29];[2, 5];[12, 272];[1, 66];[1, 1];[10, 198];[9, 119];[5, 136];[19, 355];[3, 69];[4, 150];[5, 45];[2, 198];[13, 697];
863;[12, 283];[2, 70];[11, 307];[5, 140];[16, 548];[8, 189];[5, 91];[1, 38];[16, 454];[2, 23];[2, 35];[3, 155];[2, 5];[12, 272];[1, 66];[1, 1];[9, 172];[9, 119];[5, 136];[19, 347];[3, 69];[3, 57];[5, 74];[3, 246];[13, 697];
864;[12, 254];[2, 242];[11, 307];[5, 118];[16, 548];[8, 203];[5, 91];[1, 122];[15, 409];[2, 26];[1, 9];[3, 155];[3, 47];[12, 262];[1, 66];[1, 1];[9, 172];[9, 119];[5, 136];[20, 330];[3, 69];[3, 57];[5, 74];[3, 104];[13, 697];
865;[12, 254];[2, 115];[10, 308];[5, 118];[16, 646];[8, 171];[5, 91];[1, 28];[15, 415];[2, 26];[2, 16];[3, 155];[3, 206];[12, 262];[1, 66];[1, 1];[9, 172];[9, 119];[5, 136];[20, 330];[3, 49];[3, 57];[5, 48];[3, 104];[13, 697];
866;[12, 254];[2, 115];[10, 372];[5, 118];[16, 597];[8, 171];[5, 176];[2, 18];[15, 415];[2, 21];[2, 16];[3, 65];[3, 206];[12, 262];[1, 16];[1, 1];[9, 172];[9, 115];[5, 136];[20, 348];[3, 49];[3, 57];[5, 54];[3, 104];[13, 575];
867;[11, 205];[2, 115];[10, 372];[5, 118];[16, 597];[9, 171];[5, 176];[2, 12];[15, 415];[1, 18];[2, 16];[3, 36];[3, 206];[12, 262];[1, 16];[1, 1];[9, 172];[9, 115];[5, 136];[20, 326];[3, 49];[3, 98];[5, 54];[3, 104];[13, 575];
868;[11, 212];[2, 115];[10, 372];[5, 123];[16, 616];[9, 171];[6, 78];[2, 12];[14, 361];[1, 18];[2, 16];[3, 36];[3, 206];[12, 262];[1, 16];[1, 1];[9, 172];[9, 115];[6, 132];[20, 326];[3, 49];[3, 106];[5, 168];[3, 86];[13, 575];
869;[11, 212];[2, 100];[9, 288];[5, 123];[17, 783];[9, 171];[6, 67];[2, 12];[14, 361];[1, 18];[2, 16];[3, 95];[3, 25];[12, 262];[1, 16];[2, 47];[9, 172];[9, 130];[6, 132];[20, 326];[3, 49];[3, 106];[6, 284];[3, 86];[13, 575];
870;[11, 212];[3, 102];[9, 288];[4, 139];[17, 783];[9, 171];[6, 67];[2, 12];[14, 361];[1, 6];[2, 33];[3, 95];[3, 25];[12, 262];[1, 34];[2, 33];[8, 200];[9, 130];[6, 132];[20, 326];[3, 49];[3, 106];[6, 284];[3, 46];[13, 532];
871;[11, 273];[3, 102];[9, 316];[4, 86];[17, 783];[9, 171];[6, 67];[2, 12];[14, 361];[1, 6];[2, 33];[3, 95];[3, 44];[12, 262];[2, 24];[2, 33];[8, 200];[9, 168];[6, 132];[20, 368];[3, 27];[3, 106];[6, 368];[3, 46];[13, 471];
872;[11, 273];[3, 102];[9, 288];[4, 86];[17, 783];[9, 171];[6, 70];[2, 12];[14, 357];[1, 6];[2, 33];[3, 134];[3, 44];[12, 262];[2, 118];[2, 33];[8, 200];[9, 168];[6, 132];[20, 368];[3, 118];[3, 106];[6, 258];[4, 58];[14, 429];
873;[11, 273];[3, 102];[9, 288];[4, 86];[18, 655];[9, 171];[6, 70];[2, 23];[14, 357];[1, 6];[2, 16];[3, 134];[3, 44];[12, 262];[2, 137];[2, 160];[8, 354];[9, 168];[6, 132];[20, 368];[3, 118];[4, 54];[6, 258];[4, 58];[14, 429];
874;[11, 273];[3, 102];[9, 288];[4, 86];[18, 655];[8, 115];[6, 70];[2, 23];[14, 357];[1, 8];[3, 157];[2, 75];[3, 44];[12, 258];[2, 137];[2, 160];[8, 354];[9, 138];[6, 132];[20, 414];[3, 118];[4, 67];[6, 258];[4, 58];[14, 429];
875;[11, 273];[3, 102];[9, 223];[4, 144];[18, 655];[8, 115];[6, 117];[2, 37];[14, 357];[1, 11];[3, 236];[2, 75];[3, 44];[12, 258];[2, 56];[2, 160];[8, 354];[9, 138];[7, 208];[20, 376];[2, 49];[5, 118];[6, 319];[4, 58];[14, 429];
876;[11, 273];[3, 102];[9, 223];[4, 144];[18, 655];[8, 115];[6, 117];[2, 41];[14, 357];[1, 13];[3, 293];[2, 18];[3, 100];[12, 258];[2, 94];[2, 80];[8, 278];[9, 138];[7, 208];[20, 376];[2, 49];[5, 115];[6, 319];[4, 58];[14, 290];
877;[11, 273];[3, 50];[9, 223];[4, 144];[17, 596];[8, 115];[6, 117];[2, 102];[14, 374];[1, 13];[3, 293];[2, 18];[3, 100];[12, 258];[3, 46];[2, 32];[8, 278];[9, 138];[7, 192];[20, 376];[2, 49];[5, 115];[6, 375];[4, 58];[14, 290];
878;[11, 273];[3, 48];[9, 179];[4, 140];[17, 532];[8, 115];[6, 117];[2, 102];[14, 374];[1, 13];[3, 86];[2, 18];[3, 100];[12, 258];[3, 46];[2, 38];[8, 278];[9, 138];[7, 192];[21, 441];[2, 49];[5, 125];[6, 375];[4, 174];[14, 290];
879;[12, 211];[3, 60];[9, 179];[5, 138];[17, 532];[8, 115];[6, 117];[2, 34];[14, 374];[1, 13];[3, 86];[2, 18];[3, 100];[12, 258];[3, 46];[2, 38];[8, 225];[9, 138];[7, 192];[21, 441];[2, 49];[5, 125];[6, 375];[5, 305];[14, 304];
880;[12, 211];[3, 60];[8, 143];[6, 211];[17, 565];[8, 115];[6, 117];[2, 34];[14, 401];[1, 3];[3, 32];[2, 18];[3, 100];[12, 258];[3, 82];[2, 36];[8, 225];[9, 138];[7, 190];[20, 415];[2, 49];[5, 167];[6, 348];[5, 305];[14, 304];
881;[12, 211];[3, 42];[8, 152];[6, 209];[17, 565];[7, 204];[6, 173];[2, 51];[14, 401];[1, 3];[3, 32];[2, 10];[2, 11];[12, 258];[3, 54];[2, 36];[8, 225];[9, 138];[7, 190];[20, 415];[2, 38];[5, 98];[6, 348];[5, 305];[14, 304];
882;[12, 285];[3, 39];[8, 153];[6, 209];[17, 565];[7, 181];[6, 173];[2, 51];[14, 401];[1, 3];[3, 32];[2, 9];[1, 9];[12, 283];[3, 54];[2, 36];[8, 225];[9, 138];[7, 190];[20, 430];[2, 38];[5, 98];[6, 348];[5, 305];[14, 304];
883;[12, 285];[3, 28];[7, 244];[6, 126];[17, 553];[7, 181];[6, 173];[2, 2];[14, 401];[2, 28];[3, 32];[2, 11];[1, 53];[12, 283];[3, 54];[2, 36];[8, 225];[9, 138];[7, 190];[19, 407];[2, 32];[5, 98];[6, 348];[5, 350];[14, 304];
884;[12, 285];[3, 44];[7, 244];[6, 111];[17, 553];[8, 209];[6, 173];[2, 15];[14, 328];[2, 28];[3, 48];[2, 16];[1, 53];[11, 254];[4, 82];[2, 36];[8, 225];[9, 138];[7, 190];[18, 468];[2, 47];[6, 104];[6, 348];[5, 350];[14, 304];
885;[12, 150];[3, 44];[7, 244];[7, 143];[17, 542];[8, 209];[6, 173];[2, 15];[14, 328];[2, 21];[3, 48];[2, 16];[1, 53];[11, 254];[4, 216];[2, 36];[8, 225];[9, 138];[7, 161];[19, 448];[2, 47];[6, 145];[6, 348];[5, 350];[14, 304];
886;[12, 150];[3, 88];[7, 244];[7, 143];[17, 585];[8, 209];[6, 189];[2, 15];[14, 428];[2, 21];[3, 40];[2, 16];[1, 12];[11, 254];[4, 118];[2, 36];[8, 216];[9, 138];[7, 163];[19, 448];[2, 47];[6, 106];[6, 348];[5, 350];[14, 344];
