[25, 0.8, 0.1, [1, 3]]
0;[3, 115];[3, 134];[3, 46];[101, 3040];[3, 52];[3, 52];[3, 16];[3, 96];[3, 62];[3, 48];[3, 231];[3, 129];[3, 46];[3, 212];[3, 104];[3, 23];[3, 103];[129, 3882];[3, 147];[3, 284];[3, 223];[3, 51];[3, 188];[3, 39];[3, 55];
163;[1399, 27619];[891, 19550];[1474, 25969];[1080, 20275];[978, 20220];[1254, 22803];[780, 16114];[1586, 26856];[1528, 27783];[1430, 27840];[1135, 21816];[2131, 33358];[803, 17408];[1242, 23609];[1577, 29266];[1650, 28939];[2007, 32502];[1006, 21912];[482, 12302];[891, 18226];[452, 12013];[1702, 28687];[1204, 22428];[1530, 29097];[977, 20924];
164;[1399, 27619];[891, 19558];[1474, 25969];[1080, 20275];[978, 20220];[1254, 22792];[780, 16114];[1586, 26856];[1528, 27783];[1430, 27840];[1135, 21816];[2131, 33358];[803, 17408];[1242, 23609];[1577, 29274];[1650, 28939];[2147, 34225];[1006, 21912];[482, 12237];[891, 18194];[537, 13260];[1702, 28670];[1204, 22428];[1530, 29046];[977, 20919];
165;[1399, 27619];[891, 19558];[1474, 25969];[1080, 20275];[978, 20220];[1254, 22792];[780, 16143];[1586, 26857];[1528, 27786];[1430, 27848];[1135, 21863];[2131, 33358];[803, 17413];[1242, 23609];[1577, 29267];[1650, 28942];[2147, 34225];[1006, 21912];[482, 12226];[891, 18194];[537, 13260];[1702, 28670];[1204, 22384];[1530, 29046];[977, 20919];
166;[1399, 27619];[891, 19558];[1474, 25962];[1080, 20311];[978, 20244];[1254, 22805];[780, 16131];[1586, 26840];[1528, 27789];[1430, 27838];[1135, 21876];[2131, 33357];[912, 18949];[1242, 23609];[1577, 29253];[1650, 28942];[2147, 34241];[1006, 21906];[482, 12226];[891, 18293];[537, 13260];[1702, 28670];[1204, 22384];[1530, 29046];[977, 20919];
167;[1399, 27619];[891, 19506];[1474, 25957];[1080, 20311];[978, 20287];[1254, 22805];[780, 16134];[1586, 26840];[1643, 29226];[1430, 27838];[1135, 21876];[2131, 33357];[912, 18949];[1242, 23583];[1577, 29217];[1771, 30105];[2147, 34241];[1006, 21906];[482, 12226];[891, 18293];[537, 13260];[1702, 28698];[1204, 22384];[1530, 29100];[977, 20919];
168;[1399, 27634];[891, 19506];[1606, 27622];[1080, 20311];[978, 20245];[1254, 22824];[780, 16134];[1586, 26858];[1643, 29226];[1430, 27838];[1135, 21868];[2131, 33357];[912, 18949];[1242, 23677];[1653, 29888];[1771, 30085];[2244, 35103];[1006, 21959];[482, 12226];[891, 18293];[537, 13260];[1760, 29376];[1204, 22384];[1530, 29107];[977, 20919];
169;[1399, 27639];[891, 19506];[1744, 29048];[1139, 20973];[978, 20245];[1254, 22824];[780, 16134];[1586, 26843];[1643, 29226];[1430, 27838];[1135, 21901];[2131, 33353];[912, 18895];[1242, 23677];[1653, 29892];[1771, 30050];[2244, 35103];[1006, 21971];[482, 12226];[891, 18293];[537, 13275];[1760, 29399];[1204, 22367];[1530, 29107];[977, 20859];
170;[1399, 27639];[891, 19506];[1744, 29034];[1139, 20973];[978, 20245];[1254, 22829];[780, 16134];[1586, 26843];[1643, 29226];[1430, 27838];[1252, 23273];[2131, 33358];[912, 18995];[1242, 23677];[1653, 29894];[1771, 30061];[2244, 35103];[1150, 23729];[482, 12226];[891, 18293];[537, 13277];[1760, 29384];[1204, 22367];[1530, 29107];[977, 20859];
171;[1399, 27639];[891, 19513];[1744, 29067];[1139, 20973];[978, 20245];[1254, 22829];[780, 16118];[1586, 26843];[1749, 30319];[1430, 27838];[1252, 23374];[2131, 33358];[912, 18995];[1242, 23677];[1653, 29894];[1771, 30070];[2244, 35103];[1150, 23729];[482, 12226];[891, 18293];[631, 15550];[1760, 29385];[1204, 22367];[1585, 29438];[977, 20843];
172;[1399, 27639];[891, 19513];[1744, 29067];[1139, 20982];[978, 20245];[1348, 24155];[780, 16118];[1586, 26843];[1825, 31037];[1430, 27845];[1252, 23374];[2131, 33358];[1053, 21141];[1242, 23677];[1653, 29894];[1771, 30070];[2244, 35103];[1150, 23745];[482, 12242];[891, 18240];[758, 17887];[1760, 29385];[1204, 22341];[1585, 29220];[977, 20526];
173;[1399, 27639];[891, 19513];[1744, 29067];[1205, 21971];[978, 20245];[1348, 24167];[780, 16131];[1586, 26843];[1825, 31037];[1430, 27892];[1252, 23354];[2131, 33358];[1053, 21141];[1242, 23693];[1653, 29894];[1916, 31575];[2244, 35293];[1150, 23745];[482, 12258];[891, 18240];[758, 17743];[1760, 29385];[1204, 22341];[1585, 29220];[977, 20518];
174;[1399, 27557];[891, 19513];[1744, 29042];[1205, 21991];[978, 20245];[1348, 24167];[780, 16126];[1586, 26843];[1825, 31037];[1430, 27892];[1252, 23354];[2131, 33384];[1053, 21091];[1242, 23685];[1653, 29877];[1916, 31575];[2318, 35974];[1150, 23745];[482, 12258];[891, 18240];[758, 17743];[1760, 29385];[1204, 22341];[1585, 29220];[977, 20518];
175;[1399, 27557];[891, 19417];[1744, 29042];[1205, 21991];[978, 20245];[1348, 24153];[780, 16126];[1644, 27380];[1825, 31037];[1430, 27937];[1252, 23354];[2131, 33384];[1053, 21091];[1242, 23685];[1653, 29877];[2048, 32709];[2318, 35934];[1295, 25451];[482, 12236];[891, 18240];[758, 17743];[1760, 29355];[1204, 22341];[1585, 29225];[1124, 22438];
176;[1399, 27557];[891, 19417];[1744, 29042];[1205, 21991];[978, 20245];[1348, 24153];[919, 18509];[1644, 27387];[1825, 31039];[1430, 27937];[1252, 23350];[2131, 33413];[1053, 21091];[1242, 23671];[1653, 29877];[2097, 33062];[2318, 35934];[1295, 25451];[482, 12236];[1032, 20461];[758, 17784];[1760, 29355];[1204, 22331];[1585, 29225];[1124, 22450];
177;[1399, 27558];[891, 19402];[1744, 29109];[1205, 21991];[978, 20244];[1348, 24166];[919, 18509];[1644, 27370];[1825, 31039];[1430, 27849];[1333, 23978];[2131, 33408];[1053, 21091];[1242, 23671];[1653, 29877];[2097, 33046];[2318, 35934];[1295, 25480];[482, 12236];[1032, 20463];[758, 17783];[1760, 29355];[1204, 22331];[1585, 29223];[1124, 22450];
178;[1399, 27570];[891, 19402];[1744, 29108];[1205, 21877];[978, 20244];[1348, 24163];[919, 18509];[1644, 27370];[1825, 31084];[1430, 27890];[1333, 23978];[2131, 33408];[1053, 21091];[1242, 23703];[1653, 29864];[2097, 33046];[2318, 35931];[1295, 25480];[482, 12236];[1032, 20463];[758, 17783];[1760, 29376];[1204, 22331];[1585, 29324];[1124, 22334];
179;[1399, 27570];[891, 19402];[1744, 29093];[1205, 21876];[978, 20252];[1348, 24114];[919, 18586];[1644, 27372];[1825, 31083];[1430, 27890];[1333, 23978];[2202, 33973];[1187, 23016];[1242, 23703];[1653, 29864];[2097, 33046];[2318, 35931];[1295, 25480];[482, 12236];[1032, 20463];[758, 17783];[1760, 29368];[1204, 22263];[1585, 29345];[1124, 22334];
180;[1399, 27571];[947, 20679];[1744, 29093];[1336, 23656];[978, 20411];[1348, 24114];[919, 18586];[1644, 27372];[1825, 31083];[1430, 27903];[1333, 23978];[2202, 33973];[1187, 22986];[1242, 23591];[1653, 29864];[2097, 33038];[2318, 35931];[1295, 25473];[482, 12236];[1032, 20362];[758, 17783];[1760, 29368];[1204, 22263];[1585, 29345];[1124, 22334];
181;[1399, 27571];[947, 20673];[1744, 29077];[1336, 23656];[978, 20429];[1348, 24116];[919, 18586];[1644, 27443];[2004, 33045];[1430, 27871];[1333, 23978];[2202, 33973];[1187, 22986];[1242, 23572];[1653, 29880];[2097, 33038];[2318, 35931];[1382, 26284];[482, 12236];[1032, 20362];[758, 17792];[1760, 29368];[1204, 22251];[1585, 29345];[1124, 22334];
182;[1399, 27571];[947, 20679];[1744, 29077];[1336, 23656];[978, 20429];[1348, 24118];[919, 18586];[1644, 27445];[2073, 33726];[1430, 27871];[1333, 23974];[2202, 33984];[1187, 22986];[1242, 23572];[1653, 29880];[2097, 33044];[2318, 35931];[1382, 26284];[482, 12236];[1032, 20362];[758, 17760];[1760, 29378];[1204, 22174];[1638, 30064];[1124, 22334];
183;[1399, 27571];[947, 20679];[1744, 29094];[1336, 23656];[978, 20458];[1348, 24127];[919, 18629];[1644, 27445];[2073, 33702];[1430, 27871];[1333, 23974];[2202, 33984];[1187, 22986];[1242, 23572];[1653, 29838];[2097, 33044];[2318, 35947];[1382, 26284];[482, 12236];[1032, 20362];[881, 19195];[1760, 29351];[1204, 22174];[1638, 30063];[1124, 22357];
184;[1399, 27587];[947, 20679];[1744, 29060];[1336, 23656];[978, 20458];[1348, 24127];[919, 18633];[1744, 28385];[2073, 33702];[1430, 27871];[1333, 23971];[2202, 33973];[1272, 23747];[1242, 23572];[1653, 29838];[2097, 32978];[2318, 35947];[1382, 26284];[482, 12236];[1032, 20362];[881, 19195];[1832, 30042];[1204, 22174];[1638, 30063];[1204, 23290];
185;[1399, 27582];[947, 20651];[1744, 29028];[1336, 23652];[978, 20458];[1493, 25778];[919, 18633];[1744, 28331];[2073, 33702];[1430, 27871];[1333, 23971];[2202, 33973];[1336, 24400];[1242, 23572];[1653, 29838];[2097, 32978];[2318, 35947];[1382, 26284];[482, 12236];[1032, 20391];[881, 19180];[1832, 30030];[1204, 22200];[1638, 30063];[1204, 23298];
186;[1399, 27582];[1005, 21443];[1744, 29028];[1452, 25188];[978, 20513];[1621, 27262];[919, 18633];[1744, 28323];[2073, 33701];[1430, 27871];[1333, 23930];[2202, 33973];[1336, 24402];[1242, 23572];[1653, 29809];[2097, 32978];[2318, 35947];[1382, 26286];[482, 12236];[1032, 20391];[881, 19180];[1832, 30030];[1339, 23836];[1638, 30047];[1204, 23298];
187;[1399, 27582];[1005, 21443];[1744, 29028];[1452, 25193];[978, 20518];[1683, 30366];[919, 18713];[1744, 28323];[2073, 33682];[1430, 27821];[1333, 23930];[2202, 34028];[1336, 24402];[1242, 23478];[1653, 29809];[2097, 32969];[2318, 35947];[1382, 26286];[482, 12236];[1032, 20391];[881, 19180];[1832, 30030];[1339, 23836];[1638, 30047];[1204, 23230];
188;[1476, 28224];[1005, 21443];[1744, 29028];[1452, 25243];[978, 20520];[1683, 30366];[919, 18713];[1744, 28323];[2152, 34284];[1430, 27821];[1396, 24690];[2202, 34007];[1336, 24402];[1242, 23488];[1653, 29809];[2097, 32963];[2318, 35947];[1382, 26290];[482, 12236];[1032, 20391];[881, 19180];[1832, 30030];[1339, 23836];[1719, 30771];[1204, 23230];
189;[1476, 28227];[1005, 21491];[1744, 29006];[1452, 25243];[978, 20520];[1683, 30330];[919, 18713];[1744, 28323];[2152, 34287];[1525, 29049];[1396, 24690];[2269, 34383];[1336, 24477];[1242, 23488];[1653, 29767];[2097, 32964];[2318, 35947];[1382, 26517];[482, 12241];[1142, 21932];[881, 19180];[1832, 30030];[1339, 23836];[1719, 30771];[1204, 23230];
190;[1476, 28231];[1005, 21491];[1744, 29006];[1452, 25243];[978, 20520];[1683, 30320];[1013, 20143];[1744, 28323];[2213, 34741];[1525, 29049];[1396, 24690];[2269, 34381];[1336, 24461];[1242, 23509];[1653, 29767];[2097, 32946];[2318, 35947];[1382, 26534];[482, 12241];[1142, 21905];[881, 19180];[1832, 30030];[1339, 23794];[1719, 30771];[1204, 23230];
191;[1476, 28231];[1005, 21453];[1744, 29006];[1452, 25243];[978, 20520];[1683, 30320];[1013, 20131];[1744, 28323];[2352, 35633];[1525, 29049];[1396, 24672];[2269, 34381];[1336, 24461];[1242, 23509];[1653, 29788];[2097, 32973];[2318, 35947];[1382, 26534];[482, 12204];[1142, 21905];[881, 19150];[1832, 30030];[1339, 23794];[1719, 30793];[1204, 23230];
192;[1476, 28231];[1005, 21453];[1744, 29006];[1452, 25226];[978, 20550];[1683, 30320];[1013, 20133];[1744, 28323];[2352, 35633];[1525, 29049];[1396, 24689];[2269, 34355];[1336, 24445];[1242, 23488];[1653, 29788];[2097, 32973];[2318, 35947];[1382, 26249];[482, 12192];[1142, 21905];[881, 19150];[1832, 30028];[1339, 23951];[1779, 31197];[1204, 23230];
193;[1476, 28231];[1005, 21477];[1744, 29003];[1452, 25226];[978, 20534];[1683, 30320];[1013, 20153];[1744, 28323];[2352, 35501];[1525, 29007];[1396, 24698];[2269, 34368];[1336, 24445];[1242, 23488];[1773, 31552];[2097, 32973];[2318, 35899];[1382, 26249];[482, 12192];[1142, 21905];[881, 19150];[1832, 30028];[1339, 23951];[1779, 31197];[1204, 23230];
194;[1476, 28231];[1005, 21433];[1870, 30486];[1452, 25226];[978, 20534];[1683, 30320];[1013, 20162];[1744, 28323];[2352, 35501];[1525, 29007];[1396, 24736];[2269, 34368];[1542, 26837];[1242, 23488];[1773, 31552];[2097, 32973];[2318, 35895];[1382, 26249];[482, 12199];[1142, 21905];[881, 19150];[1832, 30257];[1469, 25480];[1779, 31181];[1204, 23230];
195;[1476, 28231];[1005, 21433];[2011, 31758];[1452, 25226];[978, 20545];[1766, 31241];[1013, 20242];[1744, 28328];[2352, 35465];[1525, 29007];[1396, 24759];[2269, 34363];[1542, 26837];[1242, 23537];[1773, 31551];[2097, 32975];[2318, 35854];[1382, 26249];[482, 12199];[1142, 21867];[881, 19150];[1832, 30257];[1549, 26511];[1779, 31181];[1204, 23230];
196;[1476, 28239];[1005, 21469];[2011, 31738];[1452, 25226];[978, 20545];[1766, 31241];[1159, 22302];[1744, 28333];[2352, 35465];[1525, 29010];[1396, 24736];[2269, 34363];[1542, 26823];[1329, 24755];[1773, 31530];[2097, 32976];[2318, 35853];[1382, 26249];[482, 12199];[1142, 21867];[881, 19217];[1832, 30257];[1549, 26478];[1779, 31181];[1204, 23230];
197;[1476, 28241];[1005, 21469];[2011, 31755];[1452, 25216];[978, 20545];[1766, 31241];[1159, 22329];[1744, 28326];[2352, 35491];[1587, 29617];[1396, 24736];[2269, 34363];[1542, 26781];[1329, 24755];[1773, 31530];[2097, 32947];[2318, 35853];[1382, 26249];[482, 12116];[1142, 21892];[881, 19217];[1832, 30230];[1549, 26478];[1779, 31172];[1204, 23230];
198;[1527, 29296];[1005, 21469];[2011, 31755];[1452, 25216];[978, 20555];[1766, 31241];[1159, 22329];[1744, 28328];[2352, 35514];[1587, 29617];[1396, 24736];[2411, 35699];[1542, 26806];[1329, 24755];[1773, 31512];[2097, 32926];[2318, 35832];[1382, 26249];[482, 12116];[1142, 21892];[881, 19216];[1832, 30178];[1549, 26478];[1779, 31200];[1204, 23230];
199;[1527, 29305];[1005, 21412];[2011, 31755];[1452, 25216];[978, 20555];[1766, 31259];[1159, 22329];[1744, 28328];[2352, 35514];[1587, 29617];[1396, 24736];[2411, 35699];[1542, 26806];[1329, 24781];[1773, 31514];[2097, 32926];[2318, 35832];[1382, 26237];[482, 12116];[1142, 21929];[881, 19216];[1832, 30178];[1643, 27624];[1871, 31879];[1204, 23230];
200;[1527, 29305];[1005, 21412];[2011, 31777];[1452, 25216];[978, 20555];[1896, 32413];[1159, 22329];[1744, 28335];[2352, 35509];[1587, 29617];[1396, 24741];[2411, 35698];[1542, 26824];[1329, 24781];[1773, 31509];[2097, 32996];[2318, 35814];[1382, 26111];[482, 12116];[1142, 21905];[881, 19188];[1832, 30178];[1643, 27624];[1871, 31879];[1204, 23234];
201;[1527, 29343];[1005, 21412];[2011, 31706];[1452, 25216];[978, 20555];[1896, 32413];[1159, 22316];[1744, 28295];[2352, 35509];[1587, 29617];[1396, 24750];[2411, 35705];[1542, 26824];[1329, 24781];[1773, 31680];[2097, 33000];[2318, 35819];[1382, 26111];[482, 12116];[1142, 21905];[881, 19188];[1832, 30178];[1643, 27624];[1871, 31879];[1204, 23234];
202;[1527, 29343];[1005, 21412];[2011, 31710];[1452, 25216];[978, 20555];[1896, 32413];[1159, 22301];[1867, 29875];[2352, 35509];[1587, 29618];[1396, 24739];[2480, 36197];[1542, 26824];[1329, 24781];[1773, 31680];[2238, 34333];[2318, 35819];[1509, 27355];[482, 12165];[1142, 21905];[881, 19155];[1832, 30178];[1643, 27623];[1871, 31879];[1204, 23238];
203;[1527, 29336];[1005, 21412];[2011, 31710];[1452, 25215];[978, 20555];[1896, 32408];[1159, 22306];[1867, 29870];[2352, 35509];[1587, 29618];[1396, 24739];[2480, 36210];[1542, 26861];[1329, 24781];[1773, 31680];[2238, 34333];[2318, 35819];[1572, 28075];[482, 12165];[1142, 21887];[881, 19155];[1832, 30178];[1643, 27594];[1871, 31883];[1204, 23238];
204;[1527, 29319];[1005, 21409];[2011, 31710];[1452, 25130];[978, 20555];[2006, 33609];[1159, 22306];[1867, 29876];[2352, 35509];[1587, 29614];[1444, 25274];[2480, 36210];[1542, 26865];[1329, 24790];[1773, 31686];[2238, 34333];[2318, 35819];[1572, 28049];[482, 12165];[1142, 21887];[881, 19155];[1832, 30178];[1643, 27594];[1871, 31883];[1309, 24962];
205;[1527, 29319];[1005, 21409];[2011, 31698];[1452, 25156];[978, 20555];[2006, 33592];[1159, 22238];[1867, 29894];[2352, 35423];[1587, 29614];[1570, 27032];[2480, 36210];[1542, 26865];[1329, 24790];[1773, 31702];[2238, 34333];[2318, 35823];[1572, 28049];[482, 12165];[1142, 21935];[881, 19330];[1832, 30178];[1643, 27594];[1871, 31875];[1437, 26449];
206;[1527, 29319];[1081, 22389];[2011, 31698];[1452, 25198];[978, 19805];[2091, 34102];[1159, 22238];[1867, 29894];[2352, 35423];[1587, 29614];[1570, 27032];[2623, 37256];[1648, 27930];[1329, 24790];[1773, 31692];[2363, 35268];[2318, 35823];[1572, 28049];[612, 14666];[1142, 21935];[881, 19323];[1832, 30178];[1643, 27594];[1871, 31875];[1437, 26449];
207;[1527, 29319];[1154, 23345];[2011, 31702];[1452, 25197];[978, 19805];[2091, 34102];[1237, 23162];[1867, 29928];[2352, 35423];[1587, 29614];[1570, 27032];[2623, 37232];[1648, 27930];[1329, 24790];[1773, 31692];[2363, 35268];[2318, 35851];[1572, 28049];[612, 14666];[1142, 21935];[881, 19301];[1832, 30183];[1643, 27594];[1871, 31875];[1437, 26466];
208;[1527, 29304];[1154, 23383];[2011, 31702];[1452, 25212];[1030, 20545];[2152, 34916];[1237, 23167];[1867, 29922];[2352, 35417];[1587, 29519];[1570, 27032];[2623, 37236];[1648, 27930];[1329, 24790];[1773, 31692];[2363, 35288];[2318, 35854];[1572, 27990];[612, 14666];[1142, 21935];[881, 19301];[1832, 30185];[1643, 27594];[1871, 31875];[1437, 26466];
209;[1527, 29304];[1154, 23383];[2011, 31702];[1452, 25228];[1030, 20545];[2227, 35569];[1369, 24408];[1867, 29923];[2352, 35417];[1587, 29519];[1570, 27082];[2623, 37234];[1755, 28853];[1329, 24790];[1773, 31692];[2491, 36110];[2318, 35854];[1572, 27987];[612, 14660];[1142, 21935];[881, 19301];[1832, 30173];[1643, 27594];[1871, 31837];[1437, 26466];
210;[1527, 29304];[1154, 23383];[2011, 31826];[1452, 25228];[1030, 20532];[2227, 35581];[1369, 24408];[1867, 29923];[2352, 35417];[1587, 29523];[1570, 27081];[2623, 37234];[1755, 28853];[1329, 24790];[1773, 31650];[2491, 36110];[2318, 35789];[1572, 27987];[612, 14660];[1142, 21935];[881, 19301];[1832, 30173];[1643, 27594];[1871, 31884];[1437, 26466];
211;[1527, 29292];[1154, 23383];[2011, 31826];[1452, 25228];[1030, 20597];[2227, 35466];[1369, 24408];[1920, 30425];[2352, 35361];[1587, 29537];[1570, 27052];[2623, 37149];[1755, 28853];[1329, 24790];[1773, 31819];[2491, 36109];[2318, 35745];[1572, 27987];[612, 14603];[1142, 21935];[881, 19426];[1832, 30173];[1643, 27594];[1967, 32663];[1437, 26460];
212;[1527, 29295];[1154, 23328];[2088, 32572];[1523, 26026];[1030, 20597];[2227, 35466];[1369, 24375];[1920, 30425];[2352, 35361];[1587, 29537];[1570, 27052];[2623, 37149];[1755, 28837];[1329, 24855];[1773, 31820];[2491, 36109];[2318, 35747];[1572, 28013];[612, 14603];[1142, 21892];[881, 19426];[1832, 30173];[1643, 28413];[1967, 32663];[1437, 26460];
213;[1527, 29282];[1154, 23319];[2088, 32572];[1523, 26030];[1030, 20670];[2227, 35456];[1369, 24375];[1920, 30425];[2352, 35383];[1587, 29537];[1570, 27021];[2623, 37149];[1755, 28837];[1329, 24855];[1773, 31820];[2491, 36102];[2318, 35747];[1572, 28013];[612, 14586];[1142, 21887];[881, 19537];[1832, 30173];[1643, 28381];[1967, 32663];[1437, 26460];
214;[1527, 29282];[1154, 23319];[2088, 32572];[1523, 26039];[1030, 20670];[2227, 35463];[1369, 24375];[1920, 30574];[2352, 35386];[1587, 29566];[1570, 27021];[2623, 37149];[1755, 28837];[1329, 24861];[1773, 31820];[2491, 36102];[2318, 35747];[1572, 28014];[612, 14586];[1142, 21887];[881, 19537];[1832, 29979];[1643, 28381];[1967, 32663];[1437, 26460];
215;[1527, 29282];[1154, 23319];[2088, 32572];[1523, 25853];[1166, 22051];[2352, 36324];[1369, 24360];[1920, 30574];[2352, 35386];[1587, 29566];[1570, 27023];[2623, 37157];[1755, 28837];[1329, 24861];[1773, 31820];[2491, 36102];[2318, 35732];[1572, 28014];[612, 14586];[1142, 21887];[881, 19537];[1832, 29983];[1643, 28381];[1967, 32662];[1437, 26460];
216;[1527, 29256];[1154, 23375];[2088, 32572];[1523, 25875];[1166, 22051];[2352, 36324];[1369, 24371];[1920, 30574];[2352, 35387];[1587, 29566];[1662, 28112];[2623, 37157];[1755, 28837];[1329, 24861];[1773, 31832];[2491, 36102];[2318, 35732];[1572, 28014];[612, 14576];[1142, 21874];[881, 19537];[1832, 29983];[1643, 28381];[2090, 33791];[1437, 26485];
217;[1527, 29256];[1154, 23375];[2088, 32479];[1523, 25863];[1166, 22051];[2352, 36324];[1369, 24427];[1920, 30574];[2352, 35387];[1587, 29566];[1662, 28112];[2623, 37157];[1755, 28837];[1329, 25285];[1857, 32503];[2491, 36102];[2318, 35731];[1572, 27950];[612, 14576];[1142, 21874];[881, 19590];[1832, 29983];[1643, 28381];[2090, 33791];[1437, 26485];
218;[1527, 29272];[1154, 23375];[2088, 32479];[1523, 25842];[1166, 22051];[2352, 36335];[1369, 24406];[1920, 30574];[2352, 35382];[1587, 29561];[1662, 28111];[2623, 37157];[1755, 28841];[1329, 25285];[1857, 32442];[2491, 36102];[2318, 35825];[1572, 27950];[612, 14576];[1142, 21906];[881, 19590];[1832, 29983];[1643, 28381];[2090, 33716];[1437, 26467];
219;[1527, 29268];[1154, 23375];[2088, 32483];[1523, 25842];[1166, 22032];[2401, 36940];[1369, 24406];[1920, 30574];[2352, 35384];[1587, 29561];[1662, 28111];[2623, 37157];[1755, 28841];[1329, 25285];[1857, 32433];[2491, 36102];[2318, 35820];[1572, 27950];[612, 14540];[1142, 21906];[881, 19611];[1832, 29971];[1733, 29146];[2090, 33716];[1437, 26467];
220;[1589, 29378];[1154, 23375];[2088, 32494];[1523, 25842];[1284, 23431];[2401, 36932];[1369, 24409];[1920, 30574];[2352, 35384];[1587, 29556];[1662, 28115];[2623, 37149];[1755, 28841];[1329, 25302];[1857, 32426];[2491, 36102];[2318, 35820];[1572, 27950];[612, 15381];[1142, 21906];[881, 19611];[1925, 30842];[1733, 29146];[2090, 33716];[1437, 26448];
221;[1589, 29378];[1154, 23294];[2088, 32494];[1523, 25811];[1284, 23431];[2401, 36923];[1369, 24409];[1920, 30599];[2352, 35384];[1587, 29547];[1662, 28110];[2623, 37136];[1755, 28856];[1329, 25200];[1857, 32426];[2491, 36102];[2318, 35820];[1572, 27938];[612, 15381];[1142, 21915];[881, 19581];[1925, 30842];[1733, 29146];[2090, 33716];[1509, 27585];
222;[1589, 29359];[1154, 23294];[2088, 32483];[1523, 25811];[1284, 23431];[2401, 36921];[1369, 24409];[1920, 30599];[2352, 35384];[1587, 29547];[1766, 29293];[2623, 37113];[1755, 28856];[1329, 25213];[1857, 32426];[2491, 36091];[2318, 35832];[1572, 27916];[612, 15381];[1142, 21915];[881, 19581];[1925, 30842];[1733, 29132];[2090, 33716];[1509, 27585];
223;[1589, 29387];[1154, 23322];[2088, 32483];[1523, 25811];[1284, 23431];[2479, 37441];[1369, 24409];[1920, 30598];[2352, 35384];[1587, 29566];[1766, 29293];[2623, 37016];[1755, 28856];[1329, 25215];[2005, 33665];[2491, 36090];[2318, 35832];[1699, 28985];[612, 15381];[1142, 21915];[881, 19781];[1925, 30842];[1733, 29132];[2090, 33716];[1509, 27587];
224;[1589, 29387];[1154, 23248];[2088, 32509];[1523, 25821];[1284, 23431];[2479, 37441];[1369, 24465];[1920, 30601];[2352, 35384];[1587, 29566];[1766, 29297];[2623, 37016];[1755, 28856];[1476, 26747];[2005, 33665];[2491, 36090];[2318, 35832];[1781, 29677];[612, 15270];[1142, 21917];[881, 19781];[1925, 30798];[1733, 29145];[2090, 33710];[1509, 27581];
225;[1589, 29387];[1154, 23203];[2088, 32511];[1523, 25799];[1284, 23431];[2479, 37441];[1369, 24465];[1920, 30601];[2352, 35390];[1587, 29566];[1766, 29320];[2623, 37016];[1830, 29542];[1476, 26747];[2097, 34234];[2491, 36048];[2318, 35857];[1781, 29664];[612, 15270];[1142, 21917];[881, 19781];[2027, 32184];[1733, 29165];[2090, 33710];[1581, 28632];
226;[1589, 29387];[1154, 23167];[2088, 32511];[1523, 25799];[1284, 23431];[2479, 37441];[1369, 24465];[1920, 30601];[2352, 35391];[1587, 29571];[1766, 29304];[2623, 37016];[1830, 29552];[1476, 26747];[2097, 34234];[2491, 36058];[2318, 35857];[1781, 29664];[612, 15281];[1142, 21901];[881, 19775];[2027, 32210];[1733, 29166];[2090, 33710];[1581, 28632];
227;[1589, 29387];[1154, 23152];[2088, 32513];[1523, 25799];[1284, 23431];[2479, 37436];[1369, 24465];[1920, 30601];[2352, 35391];[1587, 29586];[1766, 29304];[2623, 37016];[1830, 29552];[1564, 27589];[2097, 34234];[2491, 36060];[2318, 35856];[1781, 29664];[612, 15254];[1142, 21901];[881, 19767];[2027, 32210];[1733, 29167];[2090, 33717];[1581, 28632];
228;[1589, 29344];[1154, 23218];[2088, 32513];[1523, 25812];[1284, 23423];[2479, 37403];[1369, 24473];[1920, 30601];[2352, 35391];[1587, 29586];[1766, 29306];[2623, 37016];[1830, 29552];[1564, 27589];[2097, 34234];[2491, 36088];[2318, 35856];[1781, 29644];[611, 15317];[1142, 21851];[881, 19767];[2027, 32210];[1733, 29177];[2090, 33717];[1581, 28632];
229;[1589, 29344];[1154, 23218];[2088, 32445];[1523, 25779];[1284, 23439];[2479, 37403];[1369, 24473];[1920, 30601];[2352, 35391];[1713, 30911];[1766, 29306];[2623, 37016];[1830, 29548];[1564, 27589];[2097, 34234];[2491, 36134];[2318, 35856];[1781, 29636];[611, 15317];[1142, 21851];[881, 19742];[2027, 32210];[1733, 29177];[2090, 33717];[1581, 28632];
230;[1589, 29344];[1154, 23230];[2088, 32518];[1523, 25731];[1284, 23454];[2479, 37403];[1369, 24473];[1920, 30601];[2352, 35391];[1713, 30836];[1766, 29306];[2702, 37516];[1830, 29597];[1564, 27589];[2097, 34248];[2491, 36137];[2318, 35838];[1781, 29643];[611, 15317];[1142, 21823];[881, 19792];[2027, 32206];[1733, 29177];[2148, 34118];[1581, 28632];
231;[1589, 29344];[1154, 23238];[2220, 33814];[1523, 25726];[1284, 23454];[2597, 38252];[1369, 24456];[1920, 30428];[2352, 35391];[1713, 30836];[1766, 29306];[2702, 37516];[1830, 29597];[1564, 27556];[2097, 34300];[2491, 36137];[2318, 35834];[1781, 29650];[611, 15317];[1142, 21823];[881, 19792];[2027, 32217];[1733, 29177];[2148, 34105];[1630, 29127];
